"dis_id","Disease","Fiscal Year","Sex","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease"
17,Epilepsy,2016,M,60-64,886980,610,10120,390,7020
17,Epilepsy,2016,M,65-69,738280,610,8460,400,9110
17,Epilepsy,2016,M,70-74,549680,470,6450,400,10240
17,Epilepsy,2016,M,75-79,376920,410,4740,410,11590
17,Epilepsy,2016,M,80-84,264110,310,3630,400,13880
17,Epilepsy,2016,M,85-89,163280,220,2320,370,14870
17,Epilepsy,2016,M,90+,90250,100,1180,280,14720
18,Epilepsy Active,2005,F,1-4,543390,N/A,860,N/A,N/A
18,Epilepsy Active,2005,F,5-9,721650,N/A,2440,N/A,N/A
18,Epilepsy Active,2005,F,10-14,820640,N/A,3190,N/A,N/A
18,Epilepsy Active,2005,F,15-19,855380,N/A,3510,N/A,N/A
18,Epilepsy Active,2005,F,20-24,860040,N/A,4190,N/A,N/A
18,Epilepsy Active,2005,F,25-29,847170,N/A,4600,N/A,N/A
18,Epilepsy Active,2005,F,30-34,890150,N/A,4830,N/A,N/A
18,Epilepsy Active,2005,F,35-39,965180,N/A,5340,N/A,N/A
18,Epilepsy Active,2005,F,40-44,1093850,N/A,6550,N/A,N/A
18,Epilepsy Active,2005,F,45-49,1059490,N/A,6430,N/A,N/A
18,Epilepsy Active,2005,F,50-54,931190,N/A,5670,N/A,N/A
18,Epilepsy Active,2005,F,55-59,813310,N/A,4880,N/A,N/A
18,Epilepsy Active,2005,F,60-64,597690,N/A,3540,N/A,N/A
18,Epilepsy Active,2005,F,65-69,486600,N/A,2770,N/A,N/A
18,Epilepsy Active,2005,F,70-74,426310,N/A,2700,N/A,N/A
18,Epilepsy Active,2005,F,75-79,379590,N/A,2380,N/A,N/A
18,Epilepsy Active,2005,F,80-84,313220,N/A,2120,N/A,N/A
18,Epilepsy Active,2005,F,85-89,191500,N/A,1400,N/A,N/A
18,Epilepsy Active,2005,F,90+,128210,N/A,770,N/A,N/A
18,Epilepsy Active,2005,M,1-4,569930,N/A,1030,N/A,N/A
18,Epilepsy Active,2005,M,5-9,759270,N/A,3030,N/A,N/A
18,Epilepsy Active,2005,M,10-14,865540,N/A,3730,N/A,N/A
18,Epilepsy Active,2005,M,15-19,901070,N/A,3750,N/A,N/A
18,Epilepsy Active,2005,M,20-24,887230,N/A,4290,N/A,N/A
18,Epilepsy Active,2005,M,25-29,838060,N/A,4320,N/A,N/A
18,Epilepsy Active,2005,M,30-34,877950,N/A,4590,N/A,N/A
18,Epilepsy Active,2005,M,35-39,961650,N/A,5500,N/A,N/A
18,Epilepsy Active,2005,M,40-44,1100870,N/A,6900,N/A,N/A
18,Epilepsy Active,2005,M,45-49,1064660,N/A,7110,N/A,N/A
18,Epilepsy Active,2005,M,50-54,929090,N/A,6420,N/A,N/A
18,Epilepsy Active,2005,M,55-59,810970,N/A,5300,N/A,N/A
18,Epilepsy Active,2005,M,60-64,591600,N/A,4040,N/A,N/A
18,Epilepsy Active,2005,M,65-69,462860,N/A,3220,N/A,N/A
18,Epilepsy Active,2005,M,70-74,389470,N/A,2990,N/A,N/A
18,Epilepsy Active,2005,M,75-79,312080,N/A,2630,N/A,N/A
18,Epilepsy Active,2005,M,80-84,209450,N/A,2010,N/A,N/A
18,Epilepsy Active,2005,M,85-89,104130,N/A,990,N/A,N/A
18,Epilepsy Active,2005,M,90+,51790,N/A,410,N/A,N/A
18,Epilepsy Active,2006,F,1-4,549410,N/A,950,N/A,N/A
18,Epilepsy Active,2006,F,5-9,715350,N/A,2460,N/A,N/A
18,Epilepsy Active,2006,F,10-14,806220,N/A,3280,N/A,N/A
18,Epilepsy Active,2006,F,15-19,856840,N/A,3640,N/A,N/A
18,Epilepsy Active,2006,F,20-24,865420,N/A,4320,N/A,N/A
18,Epilepsy Active,2006,F,25-29,858640,N/A,4670,N/A,N/A
18,Epilepsy Active,2006,F,30-34,883350,N/A,4820,N/A,N/A
18,Epilepsy Active,2006,F,35-39,956350,N/A,5390,N/A,N/A
18,Epilepsy Active,2006,F,40-44,1062830,N/A,6500,N/A,N/A
18,Epilepsy Active,2006,F,45-49,1069930,N/A,6680,N/A,N/A
18,Epilepsy Active,2006,F,50-54,955240,N/A,5920,N/A,N/A
18,Epilepsy Active,2006,F,55-59,819390,N/A,5040,N/A,N/A
18,Epilepsy Active,2006,F,60-64,642730,N/A,3830,N/A,N/A
18,Epilepsy Active,2006,F,65-69,500050,N/A,2990,N/A,N/A
18,Epilepsy Active,2006,F,70-74,427710,N/A,2760,N/A,N/A
18,Epilepsy Active,2006,F,75-79,382190,N/A,2470,N/A,N/A
18,Epilepsy Active,2006,F,80-84,314810,N/A,2180,N/A,N/A
18,Epilepsy Active,2006,F,85-89,203770,N/A,1460,N/A,N/A
18,Epilepsy Active,2006,F,90+,134280,N/A,780,N/A,N/A
18,Epilepsy Active,2006,M,1-4,576060,N/A,1130,N/A,N/A
18,Epilepsy Active,2006,M,5-9,751000,N/A,3000,N/A,N/A
18,Epilepsy Active,2006,M,10-14,852330,N/A,3880,N/A,N/A
18,Epilepsy Active,2006,M,15-19,902440,N/A,3910,N/A,N/A
18,Epilepsy Active,2006,M,20-24,893040,N/A,4450,N/A,N/A
18,Epilepsy Active,2006,M,25-29,846270,N/A,4370,N/A,N/A
18,Epilepsy Active,2006,M,30-34,865640,N/A,4640,N/A,N/A
18,Epilepsy Active,2006,M,35-39,952020,N/A,5390,N/A,N/A
18,Epilepsy Active,2006,M,40-44,1068490,N/A,6850,N/A,N/A
18,Epilepsy Active,2006,M,45-49,1073440,N/A,7310,N/A,N/A
18,Epilepsy Active,2006,M,50-54,951810,N/A,6800,N/A,N/A
18,Epilepsy Active,2006,M,55-59,814830,N/A,5590,N/A,N/A
18,Epilepsy Active,2006,M,60-64,634740,N/A,4400,N/A,N/A
18,Epilepsy Active,2006,M,65-69,475760,N/A,3350,N/A,N/A
18,Epilepsy Active,2006,M,70-74,391660,N/A,3100,N/A,N/A
18,Epilepsy Active,2006,M,75-79,319680,N/A,2680,N/A,N/A
18,Epilepsy Active,2006,M,80-84,215080,N/A,2070,N/A,N/A
18,Epilepsy Active,2006,M,85-89,112110,N/A,1110,N/A,N/A
18,Epilepsy Active,2006,M,90+,55060,N/A,450,N/A,N/A
18,Epilepsy Active,2007,F,1-4,558850,N/A,990,N/A,N/A
18,Epilepsy Active,2007,F,5-9,710560,N/A,2510,N/A,N/A
18,Epilepsy Active,2007,F,10-14,794910,N/A,3300,N/A,N/A
18,Epilepsy Active,2007,F,15-19,858600,N/A,3780,N/A,N/A
18,Epilepsy Active,2007,F,20-24,869830,N/A,4440,N/A,N/A
18,Epilepsy Active,2007,F,25-29,877110,N/A,4760,N/A,N/A
18,Epilepsy Active,2007,F,30-34,885020,N/A,4940,N/A,N/A
18,Epilepsy Active,2007,F,35-39,950830,N/A,5390,N/A,N/A
18,Epilepsy Active,2007,F,40-44,1028160,N/A,6330,N/A,N/A
18,Epilepsy Active,2007,F,45-49,1081600,N/A,6860,N/A,N/A
18,Epilepsy Active,2007,F,50-54,979880,N/A,6260,N/A,N/A
18,Epilepsy Active,2007,F,55-59,830880,N/A,5260,N/A,N/A
18,Epilepsy Active,2007,F,60-64,685000,N/A,4220,N/A,N/A
18,Epilepsy Active,2007,F,65-69,517810,N/A,3110,N/A,N/A
18,Epilepsy Active,2007,F,70-74,431750,N/A,2800,N/A,N/A
18,Epilepsy Active,2007,F,75-79,384400,N/A,2540,N/A,N/A
18,Epilepsy Active,2007,F,80-84,317120,N/A,2160,N/A,N/A
18,Epilepsy Active,2007,F,85-89,214800,N/A,1500,N/A,N/A
18,Epilepsy Active,2007,F,90+,139420,N/A,790,N/A,N/A
18,Epilepsy Active,2007,M,1-4,587050,N/A,1210,N/A,N/A
18,Epilepsy Active,2007,M,5-9,746130,N/A,2970,N/A,N/A
18,Epilepsy Active,2007,M,10-14,840100,N/A,3960,N/A,N/A
18,Epilepsy Active,2007,M,15-19,905110,N/A,4070,N/A,N/A
18,Epilepsy Active,2007,M,20-24,894870,N/A,4540,N/A,N/A
18,Epilepsy Active,2007,M,25-29,865750,N/A,4650,N/A,N/A
18,Epilepsy Active,2007,M,30-34,863380,N/A,4680,N/A,N/A
18,Epilepsy Active,2007,M,35-39,944480,N/A,5370,N/A,N/A
18,Epilepsy Active,2007,M,40-44,1031170,N/A,6720,N/A,N/A
18,Epilepsy Active,2007,M,45-49,1085080,N/A,7530,N/A,N/A
18,Epilepsy Active,2007,M,50-54,977320,N/A,7060,N/A,N/A
18,Epilepsy Active,2007,M,55-59,823750,N/A,5950,N/A,N/A
18,Epilepsy Active,2007,M,60-64,674610,N/A,4770,N/A,N/A
18,Epilepsy Active,2007,M,65-69,494320,N/A,3520,N/A,N/A
18,Epilepsy Active,2007,M,70-74,395590,N/A,3160,N/A,N/A
18,Epilepsy Active,2007,M,75-79,325000,N/A,2790,N/A,N/A
18,Epilepsy Active,2007,M,80-84,222080,N/A,2020,N/A,N/A
18,Epilepsy Active,2007,M,85-89,119400,N/A,1190,N/A,N/A
18,Epilepsy Active,2007,M,90+,57550,N/A,430,N/A,N/A
18,Epilepsy Active,2008,F,1-4,571580,N/A,1060,N/A,N/A
18,Epilepsy Active,2008,F,5-9,711810,N/A,2600,N/A,N/A
18,Epilepsy Active,2008,F,10-14,785520,N/A,3340,N/A,N/A
18,Epilepsy Active,2008,F,15-19,861500,N/A,3900,N/A,N/A
18,Epilepsy Active,2008,F,20-24,879080,N/A,4610,N/A,N/A
18,Epilepsy Active,2008,F,25-29,903160,N/A,4840,N/A,N/A
18,Epilepsy Active,2008,F,30-34,896680,N/A,5010,N/A,N/A
18,Epilepsy Active,2008,F,35-39,947160,N/A,5380,N/A,N/A
18,Epilepsy Active,2008,F,40-44,1003600,N/A,6140,N/A,N/A
18,Epilepsy Active,2008,F,45-49,1098360,N/A,7070,N/A,N/A
18,Epilepsy Active,2008,F,50-54,1003770,N/A,6460,N/A,N/A
18,Epilepsy Active,2008,F,55-59,856500,N/A,5560,N/A,N/A
18,Epilepsy Active,2008,F,60-64,722070,N/A,4560,N/A,N/A
18,Epilepsy Active,2008,F,65-69,539210,N/A,3240,N/A,N/A
18,Epilepsy Active,2008,F,70-74,438330,N/A,2800,N/A,N/A
18,Epilepsy Active,2008,F,75-79,381460,N/A,2620,N/A,N/A
18,Epilepsy Active,2008,F,80-84,316930,N/A,2150,N/A,N/A
18,Epilepsy Active,2008,F,85-89,224690,N/A,1550,N/A,N/A
18,Epilepsy Active,2008,F,90+,141970,N/A,850,N/A,N/A
18,Epilepsy Active,2008,M,1-4,600290,N/A,1190,N/A,N/A
18,Epilepsy Active,2008,M,5-9,747420,N/A,3070,N/A,N/A
18,Epilepsy Active,2008,M,10-14,829660,N/A,3960,N/A,N/A
18,Epilepsy Active,2008,M,15-19,908330,N/A,4260,N/A,N/A
18,Epilepsy Active,2008,M,20-24,905510,N/A,4630,N/A,N/A
18,Epilepsy Active,2008,M,25-29,893010,N/A,4860,N/A,N/A
18,Epilepsy Active,2008,M,30-34,873200,N/A,4700,N/A,N/A
18,Epilepsy Active,2008,M,35-39,939460,N/A,5360,N/A,N/A
18,Epilepsy Active,2008,M,40-44,1004810,N/A,6510,N/A,N/A
18,Epilepsy Active,2008,M,45-49,1103790,N/A,7750,N/A,N/A
18,Epilepsy Active,2008,M,50-54,1003520,N/A,7280,N/A,N/A
18,Epilepsy Active,2008,M,55-59,846370,N/A,6300,N/A,N/A
18,Epilepsy Active,2008,M,60-64,709230,N/A,5110,N/A,N/A
18,Epilepsy Active,2008,M,65-69,517050,N/A,3760,N/A,N/A
18,Epilepsy Active,2008,M,70-74,401020,N/A,3120,N/A,N/A
18,Epilepsy Active,2008,M,75-79,325330,N/A,2860,N/A,N/A
18,Epilepsy Active,2008,M,80-84,227480,N/A,2050,N/A,N/A
18,Epilepsy Active,2008,M,85-89,126690,N/A,1220,N/A,N/A
18,Epilepsy Active,2008,M,90+,58590,N/A,460,N/A,N/A
18,Epilepsy Active,2009,F,1-4,583470,N/A,1090,N/A,N/A
18,Epilepsy Active,2009,F,5-9,711890,N/A,2620,N/A,N/A
18,Epilepsy Active,2009,F,10-14,774140,N/A,3430,N/A,N/A
18,Epilepsy Active,2009,F,15-19,858950,N/A,4060,N/A,N/A
18,Epilepsy Active,2009,F,20-24,891080,N/A,4740,N/A,N/A
18,Epilepsy Active,2009,F,25-29,922180,N/A,4900,N/A,N/A
18,Epilepsy Active,2009,F,30-34,906890,N/A,5150,N/A,N/A
18,Epilepsy Active,2009,F,35-39,945430,N/A,5320,N/A,N/A
18,Epilepsy Active,2009,F,40-44,987610,N/A,5890,N/A,N/A
18,Epilepsy Active,2009,F,45-49,1107640,N/A,7190,N/A,N/A
18,Epilepsy Active,2009,F,50-54,1026230,N/A,6630,N/A,N/A
18,Epilepsy Active,2009,F,55-59,886730,N/A,5760,N/A,N/A
18,Epilepsy Active,2009,F,60-64,761140,N/A,4910,N/A,N/A
18,Epilepsy Active,2009,F,65-69,560530,N/A,3400,N/A,N/A
18,Epilepsy Active,2009,F,70-74,447650,N/A,2760,N/A,N/A
18,Epilepsy Active,2009,F,75-79,383430,N/A,2590,N/A,N/A
18,Epilepsy Active,2009,F,80-84,318410,N/A,2210,N/A,N/A
18,Epilepsy Active,2009,F,85-89,230820,N/A,1580,N/A,N/A
18,Epilepsy Active,2009,F,90+,150550,N/A,860,N/A,N/A
18,Epilepsy Active,2009,M,1-4,612870,N/A,1280,N/A,N/A
18,Epilepsy Active,2009,M,5-9,747530,N/A,3180,N/A,N/A
18,Epilepsy Active,2009,M,10-14,815390,N/A,3970,N/A,N/A
18,Epilepsy Active,2009,M,15-19,907870,N/A,4370,N/A,N/A
18,Epilepsy Active,2009,M,20-24,917900,N/A,4750,N/A,N/A
18,Epilepsy Active,2009,M,25-29,914630,N/A,5130,N/A,N/A
18,Epilepsy Active,2009,M,30-34,881990,N/A,4880,N/A,N/A
18,Epilepsy Active,2009,M,35-39,933200,N/A,5330,N/A,N/A
18,Epilepsy Active,2009,M,40-44,986600,N/A,6230,N/A,N/A
18,Epilepsy Active,2009,M,45-49,1112420,N/A,7930,N/A,N/A
18,Epilepsy Active,2009,M,50-54,1027090,N/A,7560,N/A,N/A
18,Epilepsy Active,2009,M,55-59,875660,N/A,6570,N/A,N/A
18,Epilepsy Active,2009,M,60-64,745560,N/A,5460,N/A,N/A
18,Epilepsy Active,2009,M,65-69,539610,N/A,3950,N/A,N/A
18,Epilepsy Active,2009,M,70-74,410440,N/A,3150,N/A,N/A
18,Epilepsy Active,2009,M,75-79,329310,N/A,2920,N/A,N/A
18,Epilepsy Active,2009,M,80-84,233490,N/A,2110,N/A,N/A
18,Epilepsy Active,2009,M,85-89,132360,N/A,1240,N/A,N/A
18,Epilepsy Active,2009,M,90+,63060,N/A,510,N/A,N/A
18,Epilepsy Active,2010,F,1-4,591330,N/A,1150,N/A,N/A
18,Epilepsy Active,2010,F,5-9,720810,N/A,2700,N/A,N/A
18,Epilepsy Active,2010,F,10-14,761390,N/A,3420,N/A,N/A
18,Epilepsy Active,2010,F,15-19,855920,N/A,4200,N/A,N/A
18,Epilepsy Active,2010,F,20-24,903010,N/A,4830,N/A,N/A
18,Epilepsy Active,2010,F,25-29,942450,N/A,5080,N/A,N/A
18,Epilepsy Active,2010,F,30-34,924080,N/A,5200,N/A,N/A
18,Epilepsy Active,2010,F,35-39,942320,N/A,5280,N/A,N/A
18,Epilepsy Active,2010,F,40-44,990710,N/A,5870,N/A,N/A
18,Epilepsy Active,2010,F,45-49,1098430,N/A,7150,N/A,N/A
18,Epilepsy Active,2010,F,50-54,1051450,N/A,6900,N/A,N/A
18,Epilepsy Active,2010,F,55-59,919180,N/A,5950,N/A,N/A
18,Epilepsy Active,2010,F,60-64,798480,N/A,5230,N/A,N/A
18,Epilepsy Active,2010,F,65-69,581470,N/A,3640,N/A,N/A
18,Epilepsy Active,2010,F,70-74,460440,N/A,2840,N/A,N/A
18,Epilepsy Active,2010,F,75-79,385650,N/A,2600,N/A,N/A
18,Epilepsy Active,2010,F,80-84,321290,N/A,2240,N/A,N/A
18,Epilepsy Active,2010,F,85-89,235630,N/A,1590,N/A,N/A
18,Epilepsy Active,2010,F,90+,161620,N/A,960,N/A,N/A
18,Epilepsy Active,2010,M,1-4,622440,N/A,1270,N/A,N/A
18,Epilepsy Active,2010,M,5-9,756700,N/A,3280,N/A,N/A
18,Epilepsy Active,2010,M,10-14,802080,N/A,4000,N/A,N/A
18,Epilepsy Active,2010,M,15-19,904450,N/A,4500,N/A,N/A
18,Epilepsy Active,2010,M,20-24,933280,N/A,4990,N/A,N/A
18,Epilepsy Active,2010,M,25-29,938100,N/A,5250,N/A,N/A
18,Epilepsy Active,2010,M,30-34,899860,N/A,4990,N/A,N/A
18,Epilepsy Active,2010,M,35-39,926830,N/A,5340,N/A,N/A
18,Epilepsy Active,2010,M,40-44,987080,N/A,6230,N/A,N/A
18,Epilepsy Active,2010,M,45-49,1105890,N/A,7790,N/A,N/A
18,Epilepsy Active,2010,M,50-54,1053530,N/A,7710,N/A,N/A
18,Epilepsy Active,2010,M,55-59,907790,N/A,6950,N/A,N/A
18,Epilepsy Active,2010,M,60-64,781160,N/A,5680,N/A,N/A
18,Epilepsy Active,2010,M,65-69,560960,N/A,4180,N/A,N/A
18,Epilepsy Active,2010,M,70-74,422620,N/A,3240,N/A,N/A
18,Epilepsy Active,2010,M,75-79,333130,N/A,2940,N/A,N/A
18,Epilepsy Active,2010,M,80-84,241160,N/A,2230,N/A,N/A
18,Epilepsy Active,2010,M,85-89,137930,N/A,1250,N/A,N/A
18,Epilepsy Active,2010,M,90+,69200,N/A,550,N/A,N/A
18,Epilepsy Active,2011,F,1-4,596970,N/A,1150,N/A,N/A
18,Epilepsy Active,2011,F,5-9,733400,N/A,2860,N/A,N/A
18,Epilepsy Active,2011,F,10-14,755500,N/A,3430,N/A,N/A
18,Epilepsy Active,2011,F,15-19,848610,N/A,4300,N/A,N/A
18,Epilepsy Active,2011,F,20-24,915600,N/A,4900,N/A,N/A
18,Epilepsy Active,2011,F,25-29,957590,N/A,5260,N/A,N/A
18,Epilepsy Active,2011,F,30-34,947040,N/A,5300,N/A,N/A
18,Epilepsy Active,2011,F,35-39,945930,N/A,5350,N/A,N/A
18,Epilepsy Active,2011,F,40-44,996320,N/A,5930,N/A,N/A
18,Epilepsy Active,2011,F,45-49,1082100,N/A,7040,N/A,N/A
18,Epilepsy Active,2011,F,50-54,1073070,N/A,7160,N/A,N/A
18,Epilepsy Active,2011,F,55-59,951540,N/A,6250,N/A,N/A
18,Epilepsy Active,2011,F,60-64,810820,N/A,5310,N/A,N/A
18,Epilepsy Active,2011,F,65-69,629580,N/A,4000,N/A,N/A
18,Epilepsy Active,2011,F,70-74,476430,N/A,3030,N/A,N/A
18,Epilepsy Active,2011,F,75-79,388640,N/A,2620,N/A,N/A
18,Epilepsy Active,2011,F,80-84,324320,N/A,2350,N/A,N/A
18,Epilepsy Active,2011,F,85-89,237970,N/A,1610,N/A,N/A
18,Epilepsy Active,2011,F,90+,172150,N/A,1000,N/A,N/A
18,Epilepsy Active,2011,M,1-4,628220,N/A,1410,N/A,N/A
18,Epilepsy Active,2011,M,5-9,770280,N/A,3390,N/A,N/A
18,Epilepsy Active,2011,M,10-14,794880,N/A,4010,N/A,N/A
18,Epilepsy Active,2011,M,15-19,897960,N/A,4730,N/A,N/A
18,Epilepsy Active,2011,M,20-24,949200,N/A,5150,N/A,N/A
18,Epilepsy Active,2011,M,25-29,959760,N/A,5460,N/A,N/A
18,Epilepsy Active,2011,M,30-34,923400,N/A,5130,N/A,N/A
18,Epilepsy Active,2011,M,35-39,927160,N/A,5290,N/A,N/A
18,Epilepsy Active,2011,M,40-44,992720,N/A,6130,N/A,N/A
18,Epilepsy Active,2011,M,45-49,1089580,N/A,7650,N/A,N/A
18,Epilepsy Active,2011,M,50-54,1076310,N/A,7930,N/A,N/A
18,Epilepsy Active,2011,M,55-59,941090,N/A,7220,N/A,N/A
18,Epilepsy Active,2011,M,60-64,793190,N/A,6020,N/A,N/A
18,Epilepsy Active,2011,M,65-69,607520,N/A,4570,N/A,N/A
18,Epilepsy Active,2011,M,70-74,438620,N/A,3330,N/A,N/A
18,Epilepsy Active,2011,M,75-79,337430,N/A,3000,N/A,N/A
18,Epilepsy Active,2011,M,80-84,248160,N/A,2320,N/A,N/A
18,Epilepsy Active,2011,M,85-89,142720,N/A,1280,N/A,N/A
18,Epilepsy Active,2011,M,90+,75380,N/A,590,N/A,N/A
18,Epilepsy Active,2012,F,1-4,597730,N/A,1210,N/A,N/A
18,Epilepsy Active,2012,F,5-9,750910,N/A,2990,N/A,N/A
18,Epilepsy Active,2012,F,10-14,751450,N/A,3450,N/A,N/A
18,Epilepsy Active,2012,F,15-19,840290,N/A,4290,N/A,N/A
18,Epilepsy Active,2012,F,20-24,926180,N/A,5080,N/A,N/A
18,Epilepsy Active,2012,F,25-29,970750,N/A,5340,N/A,N/A
18,Epilepsy Active,2012,F,30-34,974180,N/A,5360,N/A,N/A
18,Epilepsy Active,2012,F,35-39,953650,N/A,5490,N/A,N/A
18,Epilepsy Active,2012,F,40-44,1000340,N/A,5870,N/A,N/A
18,Epilepsy Active,2012,F,45-49,1057480,N/A,6860,N/A,N/A
18,Epilepsy Active,2012,F,50-54,1094170,N/A,7270,N/A,N/A
18,Epilepsy Active,2012,F,55-59,982930,N/A,6570,N/A,N/A
18,Epilepsy Active,2012,F,60-64,828020,N/A,5420,N/A,N/A
18,Epilepsy Active,2012,F,65-69,675200,N/A,4380,N/A,N/A
18,Epilepsy Active,2012,F,70-74,496790,N/A,3230,N/A,N/A
18,Epilepsy Active,2012,F,75-79,395730,N/A,2680,N/A,N/A
18,Epilepsy Active,2012,F,80-84,326690,N/A,2330,N/A,N/A
18,Epilepsy Active,2012,F,85-89,241080,N/A,1660,N/A,N/A
18,Epilepsy Active,2012,F,90+,182290,N/A,1050,N/A,N/A
18,Epilepsy Active,2012,M,1-4,629200,N/A,1470,N/A,N/A
18,Epilepsy Active,2012,M,5-9,789470,N/A,3590,N/A,N/A
18,Epilepsy Active,2012,M,10-14,790680,N/A,3980,N/A,N/A
18,Epilepsy Active,2012,M,15-19,888930,N/A,4840,N/A,N/A
18,Epilepsy Active,2012,M,20-24,963690,N/A,5390,N/A,N/A
18,Epilepsy Active,2012,M,25-29,977450,N/A,5590,N/A,N/A
18,Epilepsy Active,2012,M,30-34,955580,N/A,5380,N/A,N/A
18,Epilepsy Active,2012,M,35-39,934210,N/A,5330,N/A,N/A
18,Epilepsy Active,2012,M,40-44,996280,N/A,6030,N/A,N/A
18,Epilepsy Active,2012,M,45-49,1064450,N/A,7380,N/A,N/A
18,Epilepsy Active,2012,M,50-54,1098990,N/A,8220,N/A,N/A
18,Epilepsy Active,2012,M,55-59,974880,N/A,7380,N/A,N/A
18,Epilepsy Active,2012,M,60-64,808930,N/A,6180,N/A,N/A
18,Epilepsy Active,2012,M,65-69,650710,N/A,4950,N/A,N/A
18,Epilepsy Active,2012,M,70-74,459960,N/A,3480,N/A,N/A
18,Epilepsy Active,2012,M,75-79,344800,N/A,3090,N/A,N/A
18,Epilepsy Active,2012,M,80-84,254060,N/A,2410,N/A,N/A
18,Epilepsy Active,2012,M,85-89,148830,N/A,1400,N/A,N/A
18,Epilepsy Active,2012,M,90+,81390,N/A,650,N/A,N/A
18,Epilepsy Active,2013,F,1-4,597250,N/A,1260,N/A,N/A
18,Epilepsy Active,2013,F,5-9,766120,N/A,3120,N/A,N/A
18,Epilepsy Active,2013,F,10-14,752750,N/A,3490,N/A,N/A
18,Epilepsy Active,2013,F,15-19,832280,N/A,4290,N/A,N/A
18,Epilepsy Active,2013,F,20-24,929890,N/A,5250,N/A,N/A
18,Epilepsy Active,2013,F,25-29,982050,N/A,5490,N/A,N/A
18,Epilepsy Active,2013,F,30-34,1000980,N/A,5530,N/A,N/A
18,Epilepsy Active,2013,F,35-39,965650,N/A,5550,N/A,N/A
18,Epilepsy Active,2013,F,40-44,996620,N/A,5850,N/A,N/A
18,Epilepsy Active,2013,F,45-49,1034950,N/A,6610,N/A,N/A
18,Epilepsy Active,2013,F,50-54,1112190,N/A,7440,N/A,N/A
18,Epilepsy Active,2013,F,55-59,1007790,N/A,6830,N/A,N/A
18,Epilepsy Active,2013,F,60-64,854950,N/A,5700,N/A,N/A
18,Epilepsy Active,2013,F,65-69,713670,N/A,4750,N/A,N/A
18,Epilepsy Active,2013,F,70-74,519480,N/A,3400,N/A,N/A
18,Epilepsy Active,2013,F,75-79,405810,N/A,2770,N/A,N/A
18,Epilepsy Active,2013,F,80-84,329060,N/A,2360,N/A,N/A
18,Epilepsy Active,2013,F,85-89,242440,N/A,1720,N/A,N/A
18,Epilepsy Active,2013,F,90+,192130,N/A,1090,N/A,N/A
18,Epilepsy Active,2013,M,1-4,630020,N/A,1490,N/A,N/A
18,Epilepsy Active,2013,M,5-9,805360,N/A,3700,N/A,N/A
18,Epilepsy Active,2013,M,10-14,792470,N/A,4090,N/A,N/A
18,Epilepsy Active,2013,M,15-19,878860,N/A,4870,N/A,N/A
18,Epilepsy Active,2013,M,20-24,971120,N/A,5660,N/A,N/A
18,Epilepsy Active,2013,M,25-29,994830,N/A,5660,N/A,N/A
18,Epilepsy Active,2013,M,30-34,986770,N/A,5630,N/A,N/A
18,Epilepsy Active,2013,M,35-39,947020,N/A,5440,N/A,N/A
18,Epilepsy Active,2013,M,40-44,993220,N/A,6030,N/A,N/A
18,Epilepsy Active,2013,M,45-49,1039840,N/A,7070,N/A,N/A
18,Epilepsy Active,2013,M,50-54,1119840,N/A,8350,N/A,N/A
18,Epilepsy Active,2013,M,55-59,1002550,N/A,7580,N/A,N/A
18,Epilepsy Active,2013,M,60-64,832470,N/A,6520,N/A,N/A
18,Epilepsy Active,2013,M,65-69,685560,N/A,5330,N/A,N/A
18,Epilepsy Active,2013,M,70-74,482970,N/A,3800,N/A,N/A
18,Epilepsy Active,2013,M,75-79,354530,N/A,3170,N/A,N/A
18,Epilepsy Active,2013,M,80-84,259650,N/A,2460,N/A,N/A
18,Epilepsy Active,2013,M,85-89,154050,N/A,1480,N/A,N/A
18,Epilepsy Active,2013,M,90+,87180,N/A,670,N/A,N/A
18,Epilepsy Active,2014,F,1-4,600790,N/A,1280,N/A,N/A
18,Epilepsy Active,2014,F,5-9,777200,N/A,3270,N/A,N/A
18,Epilepsy Active,2014,F,10-14,755350,N/A,3550,N/A,N/A
18,Epilepsy Active,2014,F,15-19,823450,N/A,4320,N/A,N/A
18,Epilepsy Active,2014,F,20-24,929020,N/A,5370,N/A,N/A
18,Epilepsy Active,2014,F,25-29,998890,N/A,5680,N/A,N/A
18,Epilepsy Active,2014,F,30-34,1023130,N/A,5620,N/A,N/A
18,Epilepsy Active,2014,F,35-39,978820,N/A,5690,N/A,N/A
18,Epilepsy Active,2014,F,40-44,993540,N/A,5790,N/A,N/A
18,Epilepsy Active,2014,F,45-49,1016670,N/A,6330,N/A,N/A
18,Epilepsy Active,2014,F,50-54,1120100,N/A,7640,N/A,N/A
18,Epilepsy Active,2014,F,55-59,1028690,N/A,7050,N/A,N/A
18,Epilepsy Active,2014,F,60-64,884540,N/A,5940,N/A,N/A
18,Epilepsy Active,2014,F,65-69,752930,N/A,5090,N/A,N/A
18,Epilepsy Active,2014,F,70-74,540360,N/A,3560,N/A,N/A
18,Epilepsy Active,2014,F,75-79,415450,N/A,2830,N/A,N/A
18,Epilepsy Active,2014,F,80-84,331190,N/A,2380,N/A,N/A
18,Epilepsy Active,2014,F,85-89,242110,N/A,1810,N/A,N/A
